Lead_ID,Lead_Date,Region,City,Salesperson,Customer_Segment,Lead_Source,Lead_Quality_Score,Lead_Cost_INR,Follow_ups,Converted,Conversion_Date,Days_to_Convert,Lost_Reason
LEAD003988,2025-08-19,South,Bengaluru,Arjun Nair,Individual,Marketplace,46,164.49,2,No,,,Competitor Chosen
LEAD003989,2025-08-19,West,Ahmedabad,Meera Joshi,Individual,Organic Search,49,88.44,4,Yes,2025-09-07,19,
LEAD003990,2025-08-19,West,Mumbai,Meera Joshi,SME,Marketplace,52,175.65,3,Yes,2025-08-21,2,
LEAD003991,2025-08-19,South,Chennai,Arjun Nair,Individual,Referral,66,121.64,4,Yes,2025-08-20,1,
LEAD003992,2025-08-20,South,Chennai,Sneha Rao,Individual,Organic Search,58,93.62,2,Yes,2025-08-22,2,
LEAD003993,2025-08-20,South,Bengaluru,Sneha Rao,SME,Google Ads,79,634.29,1,Yes,2025-09-12,23,
LEAD003994,2025-08-20,West,Pune,Dev Patel,SME,Google Ads,72,530.44,4,No,,,Price Too High
LEAD003995,2025-08-20,East,Kolkata,Neha Das,SME,Organic Search,61,87.26,6,No,,,Not Ready Yet
LEAD003996,2025-08-20,North,Lucknow,Aarav Sharma,Individual,Organic Search,77,88.15,2,Yes,2025-09-05,16,
LEAD003997,2025-08-20,North,Delhi,Karan Malhotra,SME,Corporate Outreach,65,263.39,2,No,,,No Response
LEAD003998,2025-08-20,South,Hyderabad,Arjun Nair,Individual,Marketplace,70,183.33,3,Yes,2025-08-30,10,
LEAD003999,2025-08-20,West,Pune,Meera Joshi,SME,Walk-in,81,47.78,3,Yes,2025-08-28,8,
LEAD004000,2025-08-21,South,Chennai,Isha Reddy,Individual,Google Ads,40,672.99,4,No,,,No Response
LEAD004001,2025-08-21,West,Mumbai,Dev Patel,SME,Google Ads,50,642.41,1,Yes,2025-09-12,22,
LEAD004002,2025-08-21,South,Hyderabad,Arjun Nair,Individual,Walk-in,43,48.39,4,Yes,2025-08-26,5,
LEAD004003,2025-08-21,North,Jaipur,Aarav Sharma,Individual,Organic Search,55,93.84,2,Yes,2025-09-10,20,
LEAD004004,2025-08-21,West,Ahmedabad,Rohan Mehta,SME,Google Ads,56,539.91,6,No,,,Price Too High
LEAD004005,2025-08-21,East,Guwahati,Vikram Sen,SME,Paid Social,51,376.93,5,No,,,No Response
LEAD004006,2025-08-21,West,Ahmedabad,Meera Joshi,Individual,Referral,66,106.66,3,Yes,2025-08-24,3,
LEAD004007,2025-08-21,West,Pune,Dev Patel,Individual,Paid Social,40,404.27,1,No,,,Competitor Chosen
LEAD004008,2025-08-21,West,Mumbai,Dev Patel,Individual,Paid Social,48,391.10,5,No,,,Not Ready Yet
LEAD004009,2025-08-22,North,Lucknow,Priya Verma,Individual,Organic Search,66,80.21,4,No,,,Not Ready Yet
LEAD004010,2025-08-22,South,Chennai,Sneha Rao,Individual,Paid Social,60,486.19,1,No,,,No Response
LEAD004011,2025-08-22,North,Delhi,Karan Malhotra,SME,Organic Search,70,101.98,4,Yes,2025-09-08,17,
LEAD004012,2025-08-22,North,Delhi,Karan Malhotra,SME,Marketplace,61,177.30,2,No,,,Not Ready Yet
LEAD004013,2025-08-22,West,Mumbai,Dev Patel,Individual,Marketplace,57,205.89,5,No,,,Price Too High
LEAD004014,2025-08-22,West,Mumbai,Dev Patel,Individual,Marketplace,44,187.60,1,Yes,2025-08-28,6,
LEAD004015,2025-08-22,East,Kolkata,Vikram Sen,Individual,Organic Search,44,88.05,1,No,,,No Response
LEAD004016,2025-08-22,West,Mumbai,Rohan Mehta,Individual,Google Ads,75,695.85,3,No,,,No Response
LEAD004017,2025-08-22,South,Chennai,Arjun Nair,SME,Walk-in,45,46.54,1,Yes,2025-08-29,7,
LEAD004018,2025-08-23,East,Kolkata,Vikram Sen,Corporate,Organic Search,68,82.55,6,Yes,2025-09-27,35,
LEAD004019,2025-08-23,South,Hyderabad,Isha Reddy,Individual,Google Ads,77,572.03,6,No,,,No Response
LEAD004020,2025-08-23,West,Mumbai,Meera Joshi,Individual,Referral,47,119.07,4,Yes,2025-09-04,12,
LEAD004021,2025-08-24,North,Delhi,Priya Verma,SME,Paid Social,72,368.81,5,No,,,No Response
LEAD004022,2025-08-24,South,Bengaluru,Isha Reddy,Individual,Google Ads,68,652.90,2,No,,,Not Ready Yet
LEAD004023,2025-08-24,East,Bhubaneswar,Neha Das,SME,Paid Social,53,407.87,4,No,,,No Response
LEAD004024,2025-08-24,North,Delhi,Priya Verma,SME,Google Ads,85,577.69,4,Yes,2025-09-01,8,
LEAD004025,2025-08-24,South,Chennai,Isha Reddy,Individual,Organic Search,69,81.38,4,No,,,Not Ready Yet
LEAD004026,2025-08-25,North,Jaipur,Priya Verma,Individual,Organic Search,33,94.70,3,Yes,2025-09-04,10,
LEAD004027,2025-08-25,North,Delhi,Priya Verma,Individual,Marketplace,59,196.85,3,Yes,2025-09-02,8,
LEAD004028,2025-08-25,West,Mumbai,Meera Joshi,Individual,Organic Search,18,77.41,5,No,,,No Response
LEAD004029,2025-08-26,North,Delhi,Priya Verma,Individual,Marketplace,51,162.14,6,No,,,Not Ready Yet
LEAD004030,2025-08-26,East,Bhubaneswar,Neha Das,Individual,Referral,46,104.25,4,Yes,2025-09-09,14,
LEAD004031,2025-08-26,South,Hyderabad,Arjun Nair,SME,Organic Search,69,90.48,3,No,,,Budget Delayed
LEAD004032,2025-08-26,North,Lucknow,Priya Verma,Individual,Organic Search,46,100.76,6,No,,,Competitor Chosen
LEAD004033,2025-08-26,North,Delhi,Priya Verma,SME,Organic Search,56,90.96,3,No,,,Budget Delayed
LEAD004034,2025-08-26,North,Jaipur,Karan Malhotra,Individual,Referral,74,122.09,5,No,,,Competitor Chosen
LEAD004035,2025-08-26,South,Hyderabad,Arjun Nair,Individual,Marketplace,77,186.53,3,Yes,2025-08-29,3,
LEAD004036,2025-08-26,West,Mumbai,Meera Joshi,Individual,Organic Search,28,100.51,5,No,,,Price Too High
LEAD004037,2025-08-26,North,Lucknow,Aarav Sharma,Individual,Paid Social,40,390.98,4,Yes,2025-09-20,25,
LEAD004038,2025-08-26,West,Pune,Rohan Mehta,SME,Referral,77,116.95,4,Yes,2025-09-02,7,
LEAD004039,2025-08-27,South,Bengaluru,Sneha Rao,Individual,Referral,46,119.26,4,Yes,2025-09-06,10,
LEAD004040,2025-08-27,East,Kolkata,Kavya Roy,Individual,Organic Search,72,79.90,2,Yes,2025-09-16,20,
LEAD004041,2025-08-27,West,Pune,Dev Patel,Individual,Organic Search,55,90.51,1,No,,,Competitor Chosen
LEAD004042,2025-08-27,South,Hyderabad,Sneha Rao,Individual,Paid Social,46,494.06,2,No,,,Not Ready Yet
LEAD004043,2025-08-27,South,Bengaluru,Sneha Rao,SME,Organic Search,58,83.77,3,Yes,2025-09-06,10,
LEAD004044,2025-08-27,East,Kolkata,Vikram Sen,Corporate,Corporate Outreach,47,317.69,2,No,,,Not Ready Yet
LEAD004045,2025-08-27,West,Ahmedabad,Meera Joshi,Individual,Organic Search,57,94.14,4,No,,,No Response
LEAD004046,2025-08-27,East,Bhubaneswar,Vikram Sen,Individual,Walk-in,57,47.19,3,Yes,2025-09-10,14,
LEAD004047,2025-08-28,West,Mumbai,Meera Joshi,Individual,Google Ads,68,678.66,2,Yes,2025-09-06,9,
LEAD004048,2025-08-28,North,Delhi,Priya Verma,Corporate,Referral,66,122.86,3,Yes,2025-09-09,12,
LEAD004049,2025-08-28,South,Hyderabad,Isha Reddy,SME,Marketplace,47,185.93,4,No,,,Price Too High
LEAD004050,2025-08-28,South,Bengaluru,Isha Reddy,Individual,Organic Search,59,86.51,2,No,,,No Response
LEAD004051,2025-08-28,South,Chennai,Arjun Nair,SME,Walk-in,31,46.03,4,No,,,No Response
LEAD004052,2025-08-28,South,Chennai,Isha Reddy,Individual,Google Ads,55,602.11,1,No,,,Price Too High
LEAD004053,2025-08-28,East,Bhubaneswar,Neha Das,SME,Marketplace,38,177.16,1,Yes,2025-09-09,12,
LEAD004054,2025-08-28,South,Hyderabad,Sneha Rao,Individual,Marketplace,49,171.47,1,No,,,Competitor Chosen
LEAD004055,2025-08-28,West,Ahmedabad,Dev Patel,SME,Walk-in,77,51.14,1,Yes,2025-08-31,3,
LEAD004056,2025-08-29,South,Hyderabad,Sneha Rao,SME,Organic Search,64,96.03,2,No,,,No Response
LEAD004057,2025-08-29,South,Bengaluru,Isha Reddy,SME,Corporate Outreach,82,290.22,6,No,,,Not Ready Yet
LEAD004058,2025-08-29,East,Kolkata,Neha Das,Individual,Paid Social,72,415.58,6,No,,,Competitor Chosen
LEAD004059,2025-08-29,North,Delhi,Priya Verma,SME,Marketplace,96,211.10,3,Yes,2025-09-10,12,
LEAD004060,2025-08-29,West,Mumbai,Dev Patel,SME,Organic Search,59,82.99,3,No,,,Price Too High
LEAD004061,2025-08-29,North,Delhi,Priya Verma,Individual,Organic Search,63,93.23,3,No,,,Competitor Chosen
LEAD004062,2025-08-29,South,Hyderabad,Sneha Rao,Individual,Walk-in,52,51.44,1,Yes,2025-09-10,12,
LEAD004063,2025-08-29,South,Chennai,Isha Reddy,SME,Organic Search,65,85.06,4,Yes,2025-09-15,17,
LEAD004064,2025-08-29,South,Bengaluru,Arjun Nair,Corporate,Corporate Outreach,49,285.88,4,No,,,Price Too High
LEAD004065,2025-08-30,North,Lucknow,Aarav Sharma,Individual,Paid Social,57,461.20,6,No,,,Price Too High
LEAD004066,2025-08-30,North,Delhi,Aarav Sharma,Individual,Google Ads,61,693.44,2,No,,,Competitor Chosen
LEAD004067,2025-08-30,West,Mumbai,Rohan Mehta,SME,Paid Social,66,411.79,1,Yes,2025-09-21,22,
LEAD004068,2025-08-30,North,Lucknow,Priya Verma,SME,Corporate Outreach,53,310.11,5,No,,,Competitor Chosen
LEAD004069,2025-08-30,South,Chennai,Isha Reddy,Individual,Walk-in,75,47.34,3,Yes,2025-09-04,5,
LEAD004070,2025-08-30,East,Kolkata,Neha Das,Individual,Organic Search,57,100.59,1,No,,,Budget Delayed
LEAD004071,2025-08-30,South,Hyderabad,Isha Reddy,Corporate,Corporate Outreach,76,246.24,5,Yes,2025-09-19,20,
LEAD004072,2025-08-30,North,Jaipur,Karan Malhotra,Individual,Google Ads,68,531.94,4,No,,,No Response
LEAD004073,2025-08-31,South,Chennai,Sneha Rao,Individual,Paid Social,64,457.88,4,No,,,No Response
LEAD004074,2025-08-31,North,Lucknow,Karan Malhotra,Individual,Paid Social,33,407.63,2,Yes,2025-09-18,18,
LEAD004075,2025-08-31,East,Kolkata,Kavya Roy,Individual,Paid Social,60,368.56,1,No,,,Price Too High
LEAD004076,2025-08-31,West,Mumbai,Rohan Mehta,Individual,Google Ads,80,632.44,4,Yes,2025-09-19,19,
LEAD004077,2025-08-31,South,Hyderabad,Sneha Rao,Individual,Paid Social,16,491.28,3,Yes,2025-09-08,8,
LEAD004078,2025-08-31,South,Hyderabad,Isha Reddy,Individual,Google Ads,53,629.96,1,Yes,2025-09-25,25,
LEAD004079,2025-08-31,North,Lucknow,Priya Verma,Individual,Marketplace,96,203.00,3,Yes,2025-09-06,6,
LEAD004080,2025-08-31,North,Lucknow,Karan Malhotra,Individual,Organic Search,58,100.12,1,Yes,2025-09-05,5,
LEAD004081,2025-08-31,South,Chennai,Sneha Rao,Individual,Marketplace,53,165.96,4,Yes,2025-09-06,6,
LEAD004082,2025-09-01,North,Lucknow,Karan Malhotra,Corporate,Organic Search,43,78.15,5,No,,,Competitor Chosen
LEAD004083,2025-09-01,East,Kolkata,Vikram Sen,Individual,Organic Search,65,79.10,4,No,,,Price Too High
LEAD004084,2025-09-01,South,Hyderabad,Sneha Rao,Individual,Walk-in,67,56.42,3,Yes,2025-09-08,7,
LEAD004085,2025-09-01,North,Jaipur,Aarav Sharma,Individual,Google Ads,69,657.70,5,No,,,Price Too High
LEAD004086,2025-09-01,South,Bengaluru,Sneha Rao,Individual,Organic Search,18,88.78,1,No,,,Price Too High
LEAD004087,2025-09-01,South,Hyderabad,Arjun Nair,Individual,Google Ads,47,599.21,2,Yes,2025-09-26,25,
LEAD004088,2025-09-02,West,Mumbai,Meera Joshi,Individual,Marketplace,60,204.25,1,Yes,2025-09-11,9,
LEAD004089,2025-09-02,North,Jaipur,Aarav Sharma,Individual,Organic Search,44,96.21,6,No,,,Price Too High
LEAD004090,2025-09-02,West,Pune,Dev Patel,Corporate,Corporate Outreach,31,271.37,4,No,,,Competitor Chosen
LEAD004091,2025-09-02,West,Pune,Rohan Mehta,Individual,Referral,49,131.98,1,No,,,Not Ready Yet
LEAD004092,2025-09-02,West,Mumbai,Meera Joshi,SME,Corporate Outreach,59,311.52,6,No,,,Budget Delayed
LEAD004093,2025-09-02,West,Mumbai,Dev Patel,Individual,Google Ads,72,586.04,3,No,,,Price Too High
LEAD004094,2025-09-02,North,Jaipur,Aarav Sharma,Individual,Organic Search,55,94.59,4,No,,,Not Ready Yet
LEAD004095,2025-09-02,West,Mumbai,Rohan Mehta,Individual,Organic Search,88,79.37,4,No,,,No Response
LEAD004096,2025-09-02,South,Chennai,Sneha Rao,Individual,Referral,81,137.55,1,Yes,2025-09-11,9,
LEAD004097,2025-09-02,North,Delhi,Priya Verma,Individual,Google Ads,62,529.91,2,Yes,2025-09-06,4,
LEAD004098,2025-09-02,North,Delhi,Priya Verma,Individual,Walk-in,59,49.47,2,Yes,2025-09-07,5,
LEAD004099,2025-09-02,West,Pune,Dev Patel,Individual,Walk-in,41,56.99,4,Yes,2025-09-05,3,
LEAD004100,2025-09-02,North,Jaipur,Priya Verma,Individual,Google Ads,86,640.94,4,Yes,2025-09-23,21,
LEAD004101,2025-09-03,South,Hyderabad,Arjun Nair,Individual,Google Ads,50,591.66,1,No,,,Price Too High
LEAD004102,2025-09-03,South,Chennai,Arjun Nair,Individual,Google Ads,43,562.34,4,Yes,2025-09-19,16,
LEAD004103,2025-09-03,West,Pune,Rohan Mehta,Individual,Marketplace,48,197.69,3,Yes,2025-09-14,11,
LEAD004104,2025-09-03,North,Delhi,Aarav Sharma,SME,Marketplace,49,203.24,1,Yes,2025-09-16,13,
LEAD004105,2025-09-03,North,Lucknow,Priya Verma,Corporate,Referral,68,112.96,7,Yes,2025-09-16,13,
LEAD004106,2025-09-04,North,Delhi,Aarav Sharma,Individual,Google Ads,81,653.15,6,No,,,No Response
LEAD004107,2025-09-04,East,Kolkata,Neha Das,Individual,Organic Search,43,97.88,3,No,,,Not Ready Yet
LEAD004108,2025-09-04,North,Jaipur,Priya Verma,Individual,Paid Social,41,448.99,4,No,,,Price Too High
LEAD004109,2025-09-04,East,Kolkata,Vikram Sen,Individual,Google Ads,65,621.76,3,No,,,No Response
LEAD004110,2025-09-04,South,Bengaluru,Arjun Nair,SME,Marketplace,87,187.82,3,Yes,2025-09-17,13,
LEAD004111,2025-09-04,West,Mumbai,Rohan Mehta,Individual,Organic Search,47,93.57,3,Yes,2025-09-21,17,
LEAD004112,2025-09-04,North,Delhi,Karan Malhotra,Individual,Google Ads,44,584.07,3,No,,,Price Too High
LEAD004113,2025-09-04,North,Jaipur,Aarav Sharma,Individual,Paid Social,65,380.92,6,No,,,No Response
LEAD004114,2025-09-04,West,Pune,Dev Patel,Individual,Paid Social,57,422.96,2,No,,,No Response
LEAD004115,2025-09-05,North,Delhi,Karan Malhotra,SME,Paid Social,75,448.07,2,No,,,Competitor Chosen
LEAD004116,2025-09-05,South,Chennai,Isha Reddy,Individual,Paid Social,75,471.21,1,Yes,2025-09-16,11,
LEAD004117,2025-09-05,South,Bengaluru,Isha Reddy,Individual,Referral,48,119.14,1,Yes,2025-09-13,8,
LEAD004118,2025-09-06,West,Mumbai,Meera Joshi,Individual,Google Ads,45,540.25,1,No,,,Not Ready Yet
LEAD004119,2025-09-06,North,Lucknow,Priya Verma,Individual,Paid Social,72,414.76,3,Yes,2025-09-13,7,
LEAD004120,2025-09-06,South,Bengaluru,Arjun Nair,Individual,Walk-in,53,55.07,2,No,,,No Response
LEAD004121,2025-09-06,West,Mumbai,Dev Patel,Individual,Google Ads,71,608.42,6,No,,,No Response
LEAD004122,2025-09-06,North,Jaipur,Aarav Sharma,Individual,Organic Search,50,84.40,4,Yes,2025-09-08,2,
LEAD004123,2025-09-06,South,Bengaluru,Sneha Rao,Individual,Organic Search,84,90.37,3,Yes,2025-10-01,25,
LEAD004124,2025-09-06,West,Pune,Meera Joshi,Corporate,Corporate Outreach,68,258.04,5,Yes,2025-09-17,11,
LEAD004125,2025-09-06,North,Delhi,Karan Malhotra,Individual,Referral,75,117.21,1,Yes,2025-09-12,6,
LEAD004126,2025-09-06,West,Mumbai,Dev Patel,Individual,Referral,65,134.95,3,Yes,2025-09-19,13,
LEAD004127,2025-09-06,West,Mumbai,Meera Joshi,Individual,Google Ads,47,675.87,1,Yes,2025-10-01,25,
LEAD004128,2025-09-06,South,Chennai,Sneha Rao,Individual,Google Ads,52,537.88,3,Yes,2025-09-09,3,
LEAD004129,2025-09-06,South,Bengaluru,Sneha Rao,Individual,Google Ads,48,614.94,4,Yes,2025-09-27,21,
LEAD004130,2025-09-07,South,Chennai,Arjun Nair,Individual,Paid Social,26,453.06,1,No,,,Not Ready Yet
LEAD004131,2025-09-07,North,Lucknow,Aarav Sharma,Individual,Walk-in,66,49.36,1,No,,,Not Ready Yet
LEAD004132,2025-09-07,North,Jaipur,Priya Verma,Individual,Marketplace,51,203.33,5,No,,,Competitor Chosen
LEAD004133,2025-09-07,West,Mumbai,Dev Patel,SME,Organic Search,43,99.89,6,No,,,No Response
LEAD004134,2025-09-07,West,Mumbai,Dev Patel,SME,Referral,67,103.19,2,Yes,2025-09-09,2,
LEAD004135,2025-09-07,West,Pune,Dev Patel,Individual,Organic Search,63,89.83,4,Yes,2025-09-15,8,
LEAD004136,2025-09-07,North,Delhi,Karan Malhotra,SME,Paid Social,86,401.45,3,Yes,2025-09-14,7,
LEAD004137,2025-09-07,South,Hyderabad,Arjun Nair,Individual,Google Ads,85,661.66,4,Yes,2025-09-12,5,
LEAD004138,2025-09-07,West,Pune,Rohan Mehta,Individual,Google Ads,80,551.60,5,No,,,No Response
LEAD004139,2025-09-08,East,Kolkata,Neha Das,Individual,Google Ads,70,540.55,4,Yes,2025-10-01,23,
LEAD004140,2025-09-08,North,Jaipur,Priya Verma,Individual,Referral,43,123.13,3,No,,,No Response
LEAD004141,2025-09-08,North,Lucknow,Aarav Sharma,Individual,Marketplace,68,162.10,3,Yes,2025-09-09,1,
LEAD004142,2025-09-08,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,72,451.61,4,Yes,2025-09-18,10,
LEAD004143,2025-09-08,South,Chennai,Arjun Nair,Individual,Paid Social,64,483.07,1,Yes,2025-09-28,20,
LEAD004144,2025-09-08,West,Mumbai,Rohan Mehta,Individual,Organic Search,49,97.03,1,Yes,2025-09-29,21,
LEAD004145,2025-09-08,North,Jaipur,Priya Verma,Individual,Google Ads,52,602.41,1,Yes,2025-09-28,20,
LEAD004146,2025-09-08,West,Mumbai,Rohan Mehta,Individual,Walk-in,35,50.69,2,Yes,2025-09-14,6,
LEAD004147,2025-09-08,North,Delhi,Priya Verma,Corporate,Corporate Outreach,43,310.48,2,No,,,Competitor Chosen
LEAD004148,2025-09-09,East,Guwahati,Kavya Roy,Corporate,Google Ads,58,631.09,1,No,,,No Response
LEAD004149,2025-09-09,North,Jaipur,Aarav Sharma,Individual,Walk-in,63,47.78,1,Yes,2025-09-23,14,
LEAD004150,2025-09-09,South,Bengaluru,Arjun Nair,Individual,Google Ads,41,531.12,1,No,,,Competitor Chosen
LEAD004151,2025-09-09,South,Hyderabad,Sneha Rao,Individual,Organic Search,64,95.18,2,Yes,2025-09-30,21,
LEAD004152,2025-09-09,South,Bengaluru,Arjun Nair,SME,Walk-in,42,49.29,2,Yes,2025-09-13,4,
LEAD004153,2025-09-09,North,Delhi,Aarav Sharma,Individual,Paid Social,44,446.88,2,No,,,Competitor Chosen
LEAD004154,2025-09-09,South,Chennai,Isha Reddy,Individual,Google Ads,60,680.12,3,No,,,Price Too High
LEAD004155,2025-09-09,South,Bengaluru,Sneha Rao,SME,Marketplace,80,204.36,5,No,,,Price Too High
LEAD004156,2025-09-09,North,Jaipur,Karan Malhotra,Individual,Marketplace,49,197.45,5,No,,,No Response
LEAD004157,2025-09-10,South,Chennai,Isha Reddy,Individual,Paid Social,28,399.40,5,No,,,Budget Delayed
LEAD004158,2025-09-10,South,Bengaluru,Isha Reddy,Individual,Organic Search,57,98.88,3,Yes,2025-09-21,11,
LEAD004159,2025-09-10,North,Delhi,Priya Verma,Individual,Paid Social,59,481.04,4,No,,,Price Too High
LEAD004160,2025-09-10,North,Delhi,Priya Verma,Individual,Google Ads,36,634.60,4,No,,,Competitor Chosen
LEAD004161,2025-09-10,South,Bengaluru,Arjun Nair,Individual,Organic Search,53,91.26,1,No,,,No Response
LEAD004162,2025-09-10,North,Lucknow,Karan Malhotra,SME,Corporate Outreach,43,273.79,4,Yes,2025-09-30,20,
LEAD004163,2025-09-10,South,Chennai,Arjun Nair,SME,Google Ads,69,539.22,4,Yes,2025-09-21,11,
LEAD004164,2025-09-10,South,Hyderabad,Sneha Rao,Corporate,Corporate Outreach,73,299.89,2,Yes,2025-09-27,17,
LEAD004165,2025-09-10,North,Jaipur,Karan Malhotra,Individual,Google Ads,84,656.28,2,No,,,No Response
LEAD004166,2025-09-11,South,Hyderabad,Sneha Rao,Corporate,Corporate Outreach,44,268.30,4,No,,,Competitor Chosen
LEAD004167,2025-09-11,South,Chennai,Isha Reddy,Individual,Marketplace,37,171.98,4,No,,,Price Too High
LEAD004168,2025-09-11,North,Delhi,Priya Verma,Individual,Paid Social,72,402.82,6,No,,,Price Too High
LEAD004169,2025-09-12,West,Mumbai,Meera Joshi,Individual,Referral,78,117.47,2,Yes,2025-09-19,7,
LEAD004170,2025-09-12,North,Delhi,Priya Verma,Individual,Google Ads,55,653.43,2,Yes,2025-09-17,5,
LEAD004171,2025-09-12,North,Jaipur,Karan Malhotra,SME,Marketplace,64,213.76,6,No,,,Competitor Chosen
LEAD004172,2025-09-12,North,Delhi,Priya Verma,Individual,Organic Search,74,96.18,2,Yes,2025-09-25,13,
LEAD004173,2025-09-12,West,Pune,Rohan Mehta,Individual,Paid Social,65,393.57,3,No,,,Price Too High
LEAD004174,2025-09-12,South,Chennai,Isha Reddy,Individual,Marketplace,59,196.01,1,Yes,2025-09-20,8,
LEAD004175,2025-09-12,East,Guwahati,Neha Das,Individual,Walk-in,58,55.57,3,Yes,2025-09-24,12,
LEAD004176,2025-09-12,South,Bengaluru,Isha Reddy,Individual,Marketplace,46,189.13,1,Yes,2025-09-17,5,
LEAD004177,2025-09-12,West,Pune,Rohan Mehta,Individual,Organic Search,43,96.10,6,No,,,Competitor Chosen
LEAD004178,2025-09-13,West,Pune,Rohan Mehta,Individual,Paid Social,64,452.48,1,Yes,2025-09-29,16,
LEAD004179,2025-09-13,West,Ahmedabad,Rohan Mehta,SME,Walk-in,51,51.45,3,No,,,Not Ready Yet
LEAD004180,2025-09-13,North,Lucknow,Priya Verma,Individual,Paid Social,52,379.82,4,Yes,2025-09-21,8,
LEAD004181,2025-09-13,North,Delhi,Priya Verma,SME,Organic Search,80,88.72,2,Yes,2025-09-22,9,
LEAD004182,2025-09-13,North,Jaipur,Karan Malhotra,SME,Paid Social,69,427.92,3,Yes,2025-09-30,17,
LEAD004183,2025-09-13,West,Ahmedabad,Meera Joshi,Corporate,Organic Search,65,76.51,7,Yes,2025-10-10,27,
LEAD004184,2025-09-13,South,Hyderabad,Arjun Nair,Individual,Referral,80,111.82,1,Yes,2025-09-16,3,
LEAD004185,2025-09-13,West,Mumbai,Rohan Mehta,Individual,Walk-in,69,47.20,4,Yes,2025-09-24,11,
LEAD004186,2025-09-13,South,Hyderabad,Isha Reddy,Individual,Marketplace,66,196.13,1,Yes,2025-09-26,13,
LEAD004187,2025-09-13,North,Delhi,Aarav Sharma,SME,Paid Social,39,403.55,1,No,,,No Response
LEAD004188,2025-09-14,North,Lucknow,Priya Verma,Individual,Referral,89,119.16,4,Yes,2025-09-28,14,
LEAD004189,2025-09-14,North,Delhi,Karan Malhotra,Individual,Paid Social,59,416.11,1,No,,,Competitor Chosen
LEAD004190,2025-09-14,West,Pune,Rohan Mehta,Individual,Referral,70,108.83,2,Yes,2025-09-27,13,
LEAD004191,2025-09-14,East,Kolkata,Kavya Roy,Corporate,Corporate Outreach,63,295.38,3,No,,,No Response
LEAD004192,2025-09-14,West,Pune,Dev Patel,Individual,Walk-in,85,50.18,3,Yes,2025-09-23,9,
LEAD004193,2025-09-14,West,Ahmedabad,Dev Patel,Individual,Google Ads,31,563.48,4,Yes,2025-10-08,24,
LEAD004194,2025-09-14,West,Pune,Rohan Mehta,Individual,Walk-in,22,45.68,4,No,,,No Response
LEAD004195,2025-09-14,South,Hyderabad,Arjun Nair,Individual,Organic Search,56,90.07,3,Yes,2025-10-07,23,
LEAD004196,2025-09-14,South,Hyderabad,Isha Reddy,Individual,Walk-in,72,53.06,4,Yes,2025-09-24,10,
LEAD004197,2025-09-14,West,Mumbai,Dev Patel,Individual,Paid Social,61,481.23,2,No,,,Price Too High
LEAD004198,2025-09-14,South,Bengaluru,Sneha Rao,Individual,Google Ads,85,613.05,1,No,,,Competitor Chosen
LEAD004199,2025-09-14,West,Mumbai,Rohan Mehta,Individual,Marketplace,54,170.56,3,Yes,2025-09-27,13,
LEAD004200,2025-09-14,South,Hyderabad,Isha Reddy,Individual,Marketplace,58,213.99,3,Yes,2025-09-20,6,
LEAD004201,2025-09-14,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,83,375.42,5,No,,,No Response
LEAD004202,2025-09-15,South,Hyderabad,Arjun Nair,Individual,Google Ads,51,579.63,1,No,,,Competitor Chosen
LEAD004203,2025-09-15,West,Ahmedabad,Rohan Mehta,Individual,Walk-in,77,49.99,1,Yes,2025-09-27,12,
LEAD004204,2025-09-15,West,Pune,Rohan Mehta,Individual,Organic Search,72,93.19,2,Yes,2025-10-09,24,
LEAD004205,2025-09-15,North,Jaipur,Priya Verma,Individual,Walk-in,71,51.08,4,No,,,Price Too High
